"Plan","Priority","Status"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Failed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","3 - Low","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Untested"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","1 - High","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"Matching - 2020-Aug Regression","2 - Medium","Failed"
"Matching - 2020-Aug Regression","2 - Medium","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","3 - Low","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","2 - Medium","Passed"
"RAD - 2020-Aug Regression","1 - High","Passed"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","0 - Critical","Passed"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","2 - Medium","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RAD - 2020-Aug Regression","1 - High","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","1 - High","Untested"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","1 - High","Passed"
"RFC tickets - 2020-Aug Regression","2 - Medium","Passed"
"RFC tickets - 2020-Aug Regression","2 - Medium","Passed"
"RFC tickets - 2020-Aug Regression","2 - Medium","Passed"
"RFC tickets - 2020-Aug Regression","2 - Medium","Passed"
"RFC tickets - 2020-Aug Regression","2 - Medium","Passed"
"RFC tickets - 2020-Aug Regression","2 - Medium","Passed"
"RFC tickets - 2020-Aug Regression","2 - Medium","Untested"
"RFC tickets - 2020-Aug Regression","1 - High","Untested"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","0 - Critical","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","2 - Medium","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"StarterDB - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Failed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","2 - Medium","Known Issue"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","1 - High","Untested"
"System - 2020-Aug Regression","1 - High","Passed"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Untested"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
"System - 2020-Aug Regression","2 - Medium","Passed"
